FIPS,FIPSTEXT,y17_M110_valueText,y17_M110_classRange,y17_M110_valueNumeric,y17_M111_valueText,y17_M111_classRange,y17_M111_valueNumeric,y17_M112_valueText,y17_M112_classRange,y17_M112_valueNumeric,y17_M113_valueText,y17_M113_classRange,y17_M113_valueNumeric,y17_M114_valueText,y17_M114_classRange,y17_M114_valueNumeric,y17_M115_valueText,y17_M115_classRange,y17_M115_valueNumeric,y17_M116_valueText,y17_M116_classRange,y17_M116_valueNumeric,y17_M117_valueText,y17_M117_classRange,y17_M117_valueNumeric,y17_M118_valueText,y17_M118_classRange,y17_M118_valueNumeric,y17_M119_valueText,y17_M119_classRange,y17_M119_valueNumeric,y17_M120_valueText,y17_M120_classRange,y17_M120_valueNumeric,y17_M121_valueText,y17_M121_classRange,y17_M121_valueNumeric,y17_M122_valueText,y17_M122_classRange,y17_M122_valueNumeric
2122,02122,(D),Sparse Data,,(D),Less than 10,,(D),"Less than 10,000",,(D),45 - 54,,(D),Sparse Data,,(D),Sparse Data,,125,"Less than 20,000",125.00,20.09,Sparse Data,20.09,(D),Sparse Data,,(D),100 - 499,,(D),Less than 100,,68,Less than 100,68.00,243,100 - 499,243.00
4001,04001,1.50,Slight Increase,1.50,1,Less than 10,1.00,23829,"10,000 - 24,999",23829.00,61.11,55 - 64,61.11,(D),Sparse Data,,(D),Negligible Change,,17491,"Less than 20,000",17491.00,3.50,Sparse Data,3.50,0.07,Negligible Change,0.07,24472,"2,000 or more",24472.00,314,100 - 499,314.00,11810,"2,000 or more",11810.00,22198,"2,000 or more",22198.00
4003,04003,5.74,Significant Increase,5.74,13,10 - 24,13.00,33970,"25,000 - 49,999",33970.00,26.32,20 - 34,26.32,(D),Sparse Data,,(D),Sparse Data,,41276,"20,000 - 49,999",41276.00,-10.64,Sparse Data,-10.64,-0.98,Negligible Change,-0.98,2167,"2,000 or more",2167.00,1509,"1,500 - 1,999",1509.00,638,500 - 999,638.00,3147,"2,000 or more",3147.00
4005,04005,-0.39,Sparse Data,-0.39,1,Less than 10,1.00,27562,"25,000 - 49,999",27562.00,58.40,55 - 64,58.40,-68.21,Sparse Data,-68.21,-0.17,Negligible Change,-0.17,24596,"20,000 - 49,999",24596.00,-44.55,Sparse Data,-44.55,-0.37,Negligible Change,-0.37,9766,"2,000 or more",9766.00,147,100 - 499,147.00,5946,"2,000 or more",5946.00,7050,"2,000 or more",7050.00
4007,04007,2.85,Significant Increase,2.85,1,Less than 10,1.00,8752,"Less than 10,000",8752.00,57.91,55 - 64,57.91,(D),Sparse Data,,(D),Negligible Change,,7558,"Less than 20,000",7558.00,(D),Sparse Data,,-1.60,Sparse Data,-1.60,309,100 - 499,309.00,124,100 - 499,124.00,120,100 - 499,120.00,2252,"2,000 or more",2252.00
4009,04009,0.74,Sparse Data,0.74,1,Less than 10,1.00,8631,"Less than 10,000",8631.00,62.73,55 - 64,62.73,(D),Sparse Data,,(D),Sparse Data,,7800,"Less than 20,000",7800.00,21.38,Sparse Data,21.38,0.21,Sparse Data,0.21,296,100 - 499,296.00,(D),Less than 100,,234,100 - 499,234.00,1229,"1,000 - 1,499",1229.00
4011,04011,1.62,Sparse Data,1.62,14,10 - 24,14.00,(D),"Less than 10,000",,(D),65 or more,,(D),Sparse Data,,(D),Negligible Change,,4324,"Less than 20,000",4324.00,7.02,Sparse Data,7.02,(D),Sparse Data,,250,100 - 499,250.00,62,Less than 100,62.00,188,100 - 499,188.00,563,500 - 999,563.00
4012,04012,(D),Slight Increase,,(D),Less than 10,,(D),"10,000 - 24,999",,(D),65 or more,,(D),Significant Increase,,(D),Slight Decrease,,3760,"Less than 20,000",3760.00,(D),Sparse Data,,-0.17,Sparse Data,-0.17,146,100 - 499,146.00,0,Less than 100,0.00,146,100 - 499,146.00,79,Less than 100,79.00
4013,04013,1.27,Slight Increase,1.27,44,25 - 49,44.00,124812,"100,000 - 299,999",124812.00,59.16,55 - 64,59.16,1.15,Slight Increase,1.15,-0.60,Negligible Change,-0.60,101927,"100,000 - 249,999",101927.00,-46.03,Sparse Data,-46.03,-0.14,Sparse Data,-0.14,3486,"2,000 or more",3486.00,1267,"1,000 - 1,499",1267.00,2151,"2,000 or more",2151.00,11071,"2,000 or more",11071.00
4015,04015,(D),Slight Decrease,,3,Less than 10,3.00,12758,"10,000 - 24,999",12758.00,58.93,55 - 64,58.93,(D),Sparse Data,,(D),Negligible Change,,11944,"Less than 20,000",11944.00,11.17,Sparse Data,11.17,(D),Slight Decrease,,350,100 - 499,350.00,140,100 - 499,140.00,192,100 - 499,192.00,1402,"1,000 - 1,499",1402.00
4017,04017,1.11,Slight Increase,1.11,1,Less than 10,1.00,19844,"10,000 - 24,999",19844.00,66.71,65 or more,66.71,-19.37,Sparse Data,-19.37,(D),Negligible Change,,11882,"Less than 20,000",11882.00,(D),Sparse Data,,0.11,Negligible Change,0.11,16778,"2,000 or more",16778.00,911,500 - 999,911.00,8073,"2,000 or more",8073.00,14870,"2,000 or more",14870.00
4019,04019,-0.79,Sparse Data,-0.79,1,Less than 10,1.00,11425,"10,000 - 24,999",11425.00,68.23,65 or more,68.23,(D),Significant Decrease,,(D),Sparse Data,,(D),"Less than 20,000",,15.15,Sparse Data,15.15,0.03,Sparse Data,0.03,837,500 - 999,837.00,370,100 - 499,370.00,455,100 - 499,455.00,4862,"2,000 or more",4862.00
4021,04021,-0.36,Negligible Change,-0.36,26,25 - 49,26.00,75390,"50,000 - 99,999",75390.00,25.62,20 - 34,25.62,-0.58,Negligible Change,-0.58,-0.21,Sparse Data,-0.21,216639,"100,000 - 249,999",216639.00,15.71,Sparse Data,15.71,(D),Negligible Change,,723,500 - 999,723.00,324,100 - 499,324.00,387,100 - 499,387.00,2934,"2,000 or more",2934.00
4023,04023,-2.27,Significant Decrease,-2.27,8,Less than 10,8.00,8822,"Less than 10,000",8822.00,53.55,45 - 54,53.55,(D),Sparse Data,,(D),Negligible Change,,11483,"Less than 20,000",11483.00,(D),Sparse Data,,-0.21,Sparse Data,-0.21,259,100 - 499,259.00,(D),100 - 499,,(D),100 - 499,,902,500 - 999,902.00
4025,04025,0.92,Negligible Change,0.92,6,Less than 10,6.00,31904,"25,000 - 49,999",31904.00,66.46,65 or more,66.46,0.36,Sparse Data,0.36,0.24,Negligible Change,0.24,23778,"20,000 - 49,999",23778.00,15.02,Sparse Data,15.02,0.11,Sparse Data,0.11,933,500 - 999,933.00,151,100 - 499,151.00,757,500 - 999,757.00,4702,"2,000 or more",4702.00
4027,04027,(D),Sparse Data,,(D),25 - 49,,(D),"Less than 10,000",,(D),Less than 20,,(D),Significant Increase,,-1.30,Sparse Data,-1.30,(D),"100,000 - 249,999",,19.88,Sparse Data,19.88,(D),Negligible Change,,282,100 - 499,282.00,(D),Less than 100,,(D),100 - 499,,872,500 - 999,872.00
5001,05001,-1.46,Sparse Data,-1.46,1,Less than 10,1.00,1445,"Less than 10,000",1445.00,54.80,45 - 54,54.80,0.00,Sparse Data,0.00,-1.70,Slight Decrease,-1.70,1142,"Less than 20,000",1142.00,(D),Sparse Data,,0.00,Sparse Data,0.00,32,Less than 100,32.00,26,Less than 100,26.00,6,Less than 100,6.00,159,100 - 499,159.00
5003,05003,-0.88,Sparse Data,-0.88,2,Less than 10,2.00,1719,"Less than 10,000",1719.00,58.29,55 - 64,58.29,0.00,Sparse Data,0.00,-0.84,Sparse Data,-0.84,1128,"Less than 20,000",1128.00,(D),Sparse Data,,-0.16,Sparse Data,-0.16,109,100 - 499,109.00,0,Less than 100,0.00,109,100 - 499,109.00,452,100 - 499,452.00
5005,05005,0.17,Sparse Data,0.17,18,10 - 24,18.00,9577,"Less than 10,000",9577.00,53.29,45 - 54,53.29,0.00,Sparse Data,0.00,0.82,Negligible Change,0.82,12405,"Less than 20,000",12405.00,-0.35,Sparse Data,-0.35,0.27,Sparse Data,0.27,434,100 - 499,434.00,(D),Less than 100,,399,100 - 499,399.00,519,500 - 999,519.00
5007,05007,-0.47,Negligible Change,-0.47,39,25 - 49,39.00,50135,"50,000 - 99,999",50135.00,52.21,45 - 54,52.21,-0.40,Sparse Data,-0.40,-0.30,Negligible Change,-0.30,50328,"50,000 - 99,999",50328.00,(D),Sparse Data,,0.06,Sparse Data,0.06,1522,"1,500 - 1,999",1522.00,173,100 - 499,173.00,1349,"1,000 - 1,499",1349.00,2111,"2,000 or more",2111.00
5009,05009,0.55,Negligible Change,0.55,26,25 - 49,26.00,37008,"25,000 - 49,999",37008.00,46.04,45 - 54,46.04,(D),Sparse Data,,(D),Negligible Change,,58429,"50,000 - 99,999",58429.00,1.76,Sparse Data,1.76,0.13,Sparse Data,0.13,2513,"2,000 or more",2513.00,(D),Less than 100,,(D),"2,000 or more",,1193,"1,000 - 1,499",1193.00
5011,05011,0.96,Sparse Data,0.96,13,10 - 24,13.00,2318,"Less than 10,000",2318.00,61.23,55 - 64,61.23,0.00,Sparse Data,0.00,1.10,Sparse Data,1.10,1804,"Less than 20,000",1804.00,-20.55,Sparse Data,-20.55,(D),Sparse Data,,166,100 - 499,166.00,0,Less than 100,0.00,166,100 - 499,166.00,126,100 - 499,126.00
5013,05013,0.28,Sparse Data,0.28,18,10 - 24,18.00,1678,"Less than 10,000",1678.00,50.51,45 - 54,50.51,0.00,Sparse Data,0.00,0.99,Sparse Data,0.99,981,"Less than 20,000",981.00,(D),Sparse Data,,(D),Sparse Data,,70,Less than 100,70.00,(D),Less than 100,,(D),Less than 100,,195,100 - 499,195.00
5015,05015,0.09,Negligible Change,0.09,28,25 - 49,28.00,43263,"25,000 - 49,999",43263.00,53.33,45 - 54,53.33,(D),Sparse Data,,(D),Negligible Change,,45389,"20,000 - 49,999",45389.00,-0.20,Sparse Data,-0.20,-0.69,Negligible Change,-0.69,1497,"1,000 - 1,499",1497.00,32,Less than 100,32.00,1465,"1,000 - 1,499",1465.00,1021,"1,000 - 1,499",1021.00
5017,05017,0.18,Sparse Data,0.18,2,Less than 10,2.00,2104,"Less than 10,000",2104.00,44.98,35 - 44,44.98,0.00,Sparse Data,0.00,-0.04,Sparse Data,-0.04,2477,"Less than 20,000",2477.00,0.00,Sparse Data,0.00,(D),Sparse Data,,165,100 - 499,165.00,15,Less than 100,15.00,150,100 - 499,150.00,114,100 - 499,114.00
5019,05019,0.16,Sparse Data,0.16,11,10 - 24,11.00,7445,"Less than 10,000",7445.00,63.13,55 - 64,63.13,(D),Sparse Data,,(D),Sparse Data,,5367,"Less than 20,000",5367.00,-17.50,Sparse Data,-17.50,(D),Sparse Data,,506,500 - 999,506.00,124,100 - 499,124.00,382,100 - 499,382.00,522,500 - 999,522.00
5021,05021,0.95,Sparse Data,0.95,2,Less than 10,2.00,3436,"Less than 10,000",3436.00,51.34,45 - 54,51.34,0.00,Sparse Data,0.00,0.61,Sparse Data,0.61,2972,"Less than 20,000",2972.00,1.54,Sparse Data,1.54,-0.06,Sparse Data,-0.06,70,Less than 100,70.00,(D),Less than 100,,(D),Less than 100,,488,100 - 499,488.00
5023,05023,-0.66,Negligible Change,-0.66,20,10 - 24,20.00,13264,"10,000 - 24,999",13264.00,50.24,45 - 54,50.24,0.00,Sparse Data,0.00,-0.07,Sparse Data,-0.07,19747,"Less than 20,000",19747.00,-0.08,Sparse Data,-0.08,0.35,Sparse Data,0.35,472,100 - 499,472.00,35,Less than 100,35.00,437,100 - 499,437.00,916,500 - 999,916.00
5025,05025,0.47,Sparse Data,0.47,17,10 - 24,17.00,3127,"Less than 10,000",3127.00,57.92,55 - 64,57.92,(D),Sparse Data,,(D),Sparse Data,,2336,"Less than 20,000",2336.00,(D),Sparse Data,,0.00,Sparse Data,0.00,153,100 - 499,153.00,(D),Less than 100,,(D),100 - 499,,144,100 - 499,144.00
5027,05027,0.49,Sparse Data,0.49,21,10 - 24,21.00,6322,"Less than 10,000",6322.00,55.91,55 - 64,55.91,(D),Sparse Data,,(D),Sparse Data,,5211,"Less than 20,000",5211.00,0.09,Sparse Data,0.09,0.53,Sparse Data,0.53,210,100 - 499,210.00,0,Less than 100,0.00,210,100 - 499,210.00,504,500 - 999,504.00
5029,05029,-0.08,Sparse Data,-0.08,21,10 - 24,21.00,21104,"10,000 - 24,999",21104.00,58.07,55 - 64,58.07,(D),Sparse Data,,(D),Negligible Change,,14690,"Less than 20,000",14690.00,-0.08,Sparse Data,-0.08,(D),Sparse Data,,571,500 - 999,571.00,73,Less than 100,73.00,498,100 - 499,498.00,1032,"1,000 - 1,499",1032.00
5031,05031,0.98,Sparse Data,0.98,2,Less than 10,2.00,2847,"Less than 10,000",2847.00,56.52,55 - 64,56.52,0.00,Sparse Data,0.00,1.09,Sparse Data,1.09,1870,"Less than 20,000",1870.00,-0.31,Sparse Data,-0.31,-0.20,Sparse Data,-0.20,278,100 - 499,278.00,157,100 - 499,157.00,121,100 - 499,121.00,534,500 - 999,534.00
5033,05033,-0.16,Sparse Data,-0.16,21,10 - 24,21.00,13447,"10,000 - 24,999",13447.00,53.03,45 - 54,53.03,(D),Sparse Data,,(D),Sparse Data,,19287,"Less than 20,000",19287.00,1.37,Sparse Data,1.37,-0.07,Sparse Data,-0.07,904,500 - 999,904.00,184,100 - 499,184.00,720,500 - 999,720.00,842,500 - 999,842.00
5035,05035,-1.79,Sparse Data,-1.79,0,Less than 10,0.00,336,"Less than 10,000",336.00,71.04,65 or more,71.04,0.00,Sparse Data,0.00,-1.45,Sparse Data,-1.45,158,"Less than 20,000",158.00,(D),Sparse Data,,0.49,Sparse Data,0.49,100,100 - 499,100.00,0,Less than 100,0.00,100,100 - 499,100.00,73,Less than 100,73.00
5037,05037,0.61,Sparse Data,0.61,1,Less than 10,1.00,1341,"Less than 10,000",1341.00,61.40,55 - 64,61.40,0.00,Sparse Data,0.00,1.05,Sparse Data,1.05,704,"Less than 20,000",704.00,-0.68,Sparse Data,-0.68,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,66,Less than 100,66.00
5039,05039,0.94,Sparse Data,0.94,9,Less than 10,9.00,1519,"Less than 10,000",1519.00,59.15,55 - 64,59.15,0.00,Sparse Data,0.00,0.56,Sparse Data,0.56,983,"Less than 20,000",983.00,-12.92,Sparse Data,-12.92,(D),Sparse Data,,170,100 - 499,170.00,0,Less than 100,0.00,170,100 - 499,170.00,137,100 - 499,137.00
5041,05041,2.09,Sparse Data,2.09,0,Less than 10,0.00,306,"Less than 10,000",306.00,57.41,55 - 64,57.41,0.00,Sparse Data,0.00,1.84,Sparse Data,1.84,181,"Less than 20,000",181.00,(D),Sparse Data,,0.00,Sparse Data,0.00,75,Less than 100,75.00,0,Less than 100,0.00,75,Less than 100,75.00,49,Less than 100,49.00
5043,05043,1.16,Slight Increase,1.16,8,Less than 10,8.00,4956,"Less than 10,000",4956.00,47.06,45 - 54,47.06,0.00,Sparse Data,0.00,1.26,Slight Increase,1.26,7235,"Less than 20,000",7235.00,(D),Sparse Data,,0.23,Sparse Data,0.23,270,100 - 499,270.00,(D),Less than 100,,(D),100 - 499,,357,100 - 499,357.00
5045,05045,0.39,Negligible Change,0.39,18,10 - 24,18.00,20369,"10,000 - 24,999",20369.00,57.82,55 - 64,57.82,-0.12,Sparse Data,-0.12,0.78,Negligible Change,0.78,17943,"Less than 20,000",17943.00,0.96,Sparse Data,0.96,-0.12,Sparse Data,-0.12,1845,"1,500 - 1,999",1845.00,373,100 - 499,373.00,1460,"1,000 - 1,499",1460.00,1764,"1,500 - 1,999",1764.00
5047,05047,0.67,Negligible Change,0.67,30,25 - 49,30.00,24570,"10,000 - 24,999",24570.00,44.20,35 - 44,44.20,(D),Sparse Data,,(D),Negligible Change,,38444,"20,000 - 49,999",38444.00,1.10,Sparse Data,1.10,0.22,Sparse Data,0.22,427,100 - 499,427.00,6,Less than 100,6.00,421,100 - 499,421.00,722,500 - 999,722.00
5049,05049,0.26,Negligible Change,0.26,19,10 - 24,19.00,20212,"10,000 - 24,999",20212.00,46.40,45 - 54,46.40,(D),Sparse Data,,(D),Negligible Change,,26673,"20,000 - 49,999",26673.00,-1.72,Sparse Data,-1.72,0.25,Negligible Change,0.25,2923,"2,000 or more",2923.00,243,100 - 499,243.00,2680,"2,000 or more",2680.00,808,500 - 999,808.00
5051,05051,0.39,Sparse Data,0.39,18,10 - 24,18.00,4011,"Less than 10,000",4011.00,66.22,65 or more,66.22,0.00,Sparse Data,0.00,0.64,Sparse Data,0.64,2384,"Less than 20,000",2384.00,(D),Sparse Data,,0.22,Sparse Data,0.22,386,100 - 499,386.00,83,Less than 100,83.00,303,100 - 499,303.00,735,500 - 999,735.00
5053,05053,-1.04,Slight Decrease,-1.04,24,10 - 24,24.00,4726,"Less than 10,000",4726.00,39.50,35 - 44,39.50,0.00,Sparse Data,0.00,-1.16,Slight Decrease,-1.16,3333,"Less than 20,000",3333.00,1.22,Sparse Data,1.22,-0.30,Sparse Data,-0.30,76,Less than 100,76.00,0,Less than 100,0.00,76,Less than 100,76.00,668,500 - 999,668.00
5055,05055,-0.16,Sparse Data,-0.16,3,Less than 10,3.00,4361,"Less than 10,000",4361.00,60.04,55 - 64,60.04,0.00,Sparse Data,0.00,0.06,Sparse Data,0.06,2620,"Less than 20,000",2620.00,-0.89,Sparse Data,-0.89,0.21,Sparse Data,0.21,407,100 - 499,407.00,0,Less than 100,0.00,407,100 - 499,407.00,739,500 - 999,739.00
5057,05057,-0.13,Negligible Change,-0.13,29,25 - 49,29.00,32117,"25,000 - 49,999",32117.00,60.46,55 - 64,60.46,(D),Sparse Data,,(D),Sparse Data,,24365,"20,000 - 49,999",24365.00,1.27,Sparse Data,1.27,-0.29,Sparse Data,-0.29,187,100 - 499,187.00,(D),Less than 100,,(D),100 - 499,,558,500 - 999,558.00
5059,05059,0.30,Sparse Data,0.30,20,10 - 24,20.00,8805,"Less than 10,000",8805.00,58.30,55 - 64,58.30,(D),Sparse Data,,(D),Sparse Data,,6079,"Less than 20,000",6079.00,0.31,Sparse Data,0.31,0.32,Sparse Data,0.32,844,500 - 999,844.00,(D),100 - 499,,693,500 - 999,693.00,759,500 - 999,759.00
5061,05061,0.13,Sparse Data,0.13,29,25 - 49,29.00,24172,"10,000 - 24,999",24172.00,54.90,45 - 54,54.90,0.00,Sparse Data,0.00,0.93,Negligible Change,0.93,22400,"20,000 - 49,999",22400.00,0.12,Sparse Data,0.12,0.19,Sparse Data,0.19,98,Less than 100,98.00,0,Less than 100,0.00,98,Less than 100,98.00,648,500 - 999,648.00
5063,05063,0.38,Negligible Change,0.38,16,10 - 24,16.00,23085,"10,000 - 24,999",23085.00,55.05,55 - 64,55.05,0.00,Sparse Data,0.00,0.43,Negligible Change,0.43,19605,"Less than 20,000",19605.00,-1.55,Sparse Data,-1.55,0.01,Sparse Data,0.01,777,500 - 999,777.00,74,Less than 100,74.00,703,500 - 999,703.00,925,500 - 999,925.00
5065,05065,0.43,Negligible Change,0.43,19,10 - 24,19.00,19027,"10,000 - 24,999",19027.00,53.46,45 - 54,53.46,1.51,Sparse Data,1.51,0.66,Negligible Change,0.66,18101,"Less than 20,000",18101.00,(D),Sparse Data,,0.32,Sparse Data,0.32,639,500 - 999,639.00,(D),Less than 100,,547,500 - 999,547.00,620,500 - 999,620.00
5067,05067,-0.58,Sparse Data,-0.58,1,Less than 10,1.00,2181,"Less than 10,000",2181.00,61.35,55 - 64,61.35,0.00,Sparse Data,0.00,-0.12,Sparse Data,-0.12,1902,"Less than 20,000",1902.00,1.83,Sparse Data,1.83,(D),Sparse Data,,82,Less than 100,82.00,0,Less than 100,0.00,82,Less than 100,82.00,319,100 - 499,319.00
5069,05069,0.42,Sparse Data,0.42,1,Less than 10,1.00,1631,"Less than 10,000",1631.00,64.52,55 - 64,64.52,0.00,Sparse Data,0.00,0.30,Sparse Data,0.30,1637,"Less than 20,000",1637.00,-1.99,Sparse Data,-1.99,(D),Sparse Data,,306,100 - 499,306.00,88,Less than 100,88.00,218,100 - 499,218.00,465,100 - 499,465.00
5071,05071,-0.35,Negligible Change,-0.35,27,25 - 49,27.00,14578,"10,000 - 24,999",14578.00,52.67,45 - 54,52.67,0.00,Sparse Data,0.00,0.33,Negligible Change,0.33,15790,"Less than 20,000",15790.00,(D),Sparse Data,,-0.01,Sparse Data,-0.01,106,100 - 499,106.00,5,Less than 100,5.00,101,100 - 499,101.00,723,500 - 999,723.00
5073,05073,0.15,Sparse Data,0.15,24,10 - 24,24.00,9882,"Less than 10,000",9882.00,30.82,20 - 34,30.82,0.00,Sparse Data,0.00,0.89,Negligible Change,0.89,22604,"20,000 - 49,999",22604.00,(D),Sparse Data,,(D),Sparse Data,,(D),Less than 100,,(D),Less than 100,,0,Less than 100,0.00,505,500 - 999,505.00
5075,05075,-0.43,Negligible Change,-0.43,6,Less than 10,6.00,9393,"Less than 10,000",9393.00,61.25,55 - 64,61.25,0.00,Sparse Data,0.00,-0.07,Sparse Data,-0.07,7530,"Less than 20,000",7530.00,-1.51,Sparse Data,-1.51,0.23,Sparse Data,0.23,492,100 - 499,492.00,76,Less than 100,76.00,416,100 - 499,416.00,361,100 - 499,361.00
5077,05077,-0.46,Sparse Data,-0.46,0,Less than 10,0.00,575,"Less than 10,000",575.00,47.84,45 - 54,47.84,(D),Sparse Data,,(D),Sparse Data,,458,"Less than 20,000",458.00,(D),Sparse Data,,0.00,Sparse Data,0.00,8,Less than 100,8.00,8,Less than 100,8.00,0,Less than 100,0.00,92,Less than 100,92.00
5079,05079,-0.27,Sparse Data,-0.27,4,Less than 10,4.00,4521,"Less than 10,000",4521.00,56.93,55 - 64,56.93,(D),Sparse Data,,(D),Sparse Data,,3450,"Less than 20,000",3450.00,(D),Sparse Data,,0.28,Sparse Data,0.28,287,100 - 499,287.00,0,Less than 100,0.00,287,100 - 499,287.00,497,100 - 499,497.00
5081,05081,-0.24,Negligible Change,-0.24,20,10 - 24,20.00,15283,"10,000 - 24,999",15283.00,48.34,45 - 54,48.34,0.00,Sparse Data,0.00,0.15,Sparse Data,0.15,19047,"Less than 20,000",19047.00,(D),Sparse Data,,0.32,Sparse Data,0.32,98,Less than 100,98.00,24,Less than 100,24.00,74,Less than 100,74.00,685,500 - 999,685.00
5083,05083,0.11,Negligible Change,0.11,34,25 - 49,34.00,32373,"25,000 - 49,999",32373.00,50.81,45 - 54,50.81,(D),Sparse Data,,(D),Sparse Data,,28842,"20,000 - 49,999",28842.00,(D),Sparse Data,,0.26,Sparse Data,0.26,67,Less than 100,67.00,26,Less than 100,26.00,41,Less than 100,41.00,587,500 - 999,587.00
5085,05085,0.53,Negligible Change,0.53,4,Less than 10,4.00,6808,"Less than 10,000",6808.00,50.47,45 - 54,50.47,-0.84,Sparse Data,-0.84,0.43,Sparse Data,0.43,6353,"Less than 20,000",6353.00,1.19,Sparse Data,1.19,0.05,Sparse Data,0.05,571,500 - 999,571.00,168,100 - 499,168.00,403,100 - 499,403.00,611,500 - 999,611.00
5087,05087,0.59,Negligible Change,0.59,24,10 - 24,24.00,37859,"25,000 - 49,999",37859.00,55.70,55 - 64,55.70,0.10,Sparse Data,0.10,0.31,Negligible Change,0.31,36111,"20,000 - 49,999",36111.00,-1.80,Sparse Data,-1.80,0.23,Sparse Data,0.23,563,500 - 999,563.00,59,Less than 100,59.00,504,500 - 999,504.00,1137,"1,000 - 1,499",1137.00
5089,05089,1.17,Slight Increase,1.17,24,10 - 24,24.00,20615,"10,000 - 24,999",20615.00,48.76,45 - 54,48.76,(D),Sparse Data,,(D),Negligible Change,,22798,"20,000 - 49,999",22798.00,1.10,Sparse Data,1.10,0.47,Negligible Change,0.47,2833,"2,000 or more",2833.00,244,100 - 499,244.00,2589,"2,000 or more",2589.00,584,500 - 999,584.00
5091,05091,-0.52,Negligible Change,-0.52,18,10 - 24,18.00,12147,"10,000 - 24,999",12147.00,54.75,45 - 54,54.75,(D),Sparse Data,,(D),Sparse Data,,8693,"Less than 20,000",8693.00,(D),Sparse Data,,(D),Sparse Data,,236,100 - 499,236.00,(D),Less than 100,,(D),100 - 499,,597,500 - 999,597.00
5093,05093,-1.55,Sparse Data,-1.55,0,Less than 10,0.00,180,"Less than 10,000",180.00,50.99,45 - 54,50.99,0.00,Sparse Data,0.00,-1.92,Sparse Data,-1.92,104,"Less than 20,000",104.00,0.00,Sparse Data,0.00,(D),Sparse Data,,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,52,Less than 100,52.00
5095,05095,-1.54,Sparse Data,-1.54,0,Less than 10,0.00,229,"Less than 10,000",229.00,62.57,55 - 64,62.57,0.00,Sparse Data,0.00,-1.57,Sparse Data,-1.57,116,"Less than 20,000",116.00,(D),Sparse Data,,0.00,Sparse Data,0.00,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,23,Less than 100,23.00
5097,05097,0.65,Negligible Change,0.65,26,25 - 49,26.00,12587,"10,000 - 24,999",12587.00,62.22,55 - 64,62.22,(D),Sparse Data,,(D),Negligible Change,,9402,"Less than 20,000",9402.00,0.14,Sparse Data,0.14,0.38,Sparse Data,0.38,243,100 - 499,243.00,184,100 - 499,184.00,59,Less than 100,59.00,424,100 - 499,424.00
5099,05099,0.73,Negligible Change,0.73,26,25 - 49,26.00,11249,"10,000 - 24,999",11249.00,55.84,55 - 64,55.84,0.00,Sparse Data,0.00,0.50,Negligible Change,0.50,10375,"Less than 20,000",10375.00,(D),Sparse Data,,(D),Sparse Data,,456,100 - 499,456.00,30,Less than 100,30.00,426,100 - 499,426.00,164,100 - 499,164.00
5101,05101,0.28,Sparse Data,0.28,20,10 - 24,20.00,11994,"10,000 - 24,999",11994.00,60.33,55 - 64,60.33,0.00,Sparse Data,0.00,0.21,Sparse Data,0.21,9430,"Less than 20,000",9430.00,(D),Sparse Data,,0.17,Sparse Data,0.17,691,500 - 999,691.00,(D),Less than 100,,658,500 - 999,658.00,427,100 - 499,427.00
5103,05103,0.96,Sparse Data,0.96,14,10 - 24,14.00,2693,"Less than 10,000",2693.00,70.24,65 or more,70.24,0.00,Sparse Data,0.00,1.15,Sparse Data,1.15,2163,"Less than 20,000",2163.00,-0.10,Sparse Data,-0.10,(D),Sparse Data,,185,100 - 499,185.00,(D),100 - 499,,(D),Less than 100,,248,100 - 499,248.00
5105,05105,0.43,Sparse Data,0.43,19,10 - 24,19.00,8962,"Less than 10,000",8962.00,61.27,55 - 64,61.27,0.00,Sparse Data,0.00,0.38,Sparse Data,0.38,5918,"Less than 20,000",5918.00,(D),Sparse Data,,-0.30,Sparse Data,-0.30,239,100 - 499,239.00,54,Less than 100,54.00,185,100 - 499,185.00,471,100 - 499,471.00
5107,05107,0.37,Sparse Data,0.37,0,Less than 10,0.00,895,"Less than 10,000",895.00,79.20,65 or more,79.20,0.00,Sparse Data,0.00,0.53,Sparse Data,0.53,436,"Less than 20,000",436.00,0.00,Sparse Data,0.00,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,43,Less than 100,43.00
