FIPS,FIPSTEXT,y17_M110_valueText,y17_M110_classRange,y17_M110_valueNumeric,y17_M111_valueText,y17_M111_classRange,y17_M111_valueNumeric,y17_M112_valueText,y17_M112_classRange,y17_M112_valueNumeric,y17_M113_valueText,y17_M113_classRange,y17_M113_valueNumeric,y17_M114_valueText,y17_M114_classRange,y17_M114_valueNumeric,y17_M115_valueText,y17_M115_classRange,y17_M115_valueNumeric,y17_M116_valueText,y17_M116_classRange,y17_M116_valueNumeric,y17_M117_valueText,y17_M117_classRange,y17_M117_valueNumeric,y17_M118_valueText,y17_M118_classRange,y17_M118_valueNumeric,y17_M119_valueText,y17_M119_classRange,y17_M119_valueNumeric,y17_M120_valueText,y17_M120_classRange,y17_M120_valueNumeric,y17_M121_valueText,y17_M121_classRange,y17_M121_valueNumeric,y17_M122_valueText,y17_M122_classRange,y17_M122_valueNumeric
42057,42057,0.46,Sparse Data,0.46,20,10 - 24,20.00,10407,"10,000 - 24,999",10407.00,52.65,45 - 54,52.65,1.20,Slight Increase,1.20,0.64,Sparse Data,0.64,7786,"Less than 20,000",7786.00,-0.13,Sparse Data,-0.13,-0.79,Negligible Change,-0.79,970,500 - 999,970.00,(D),Less than 100,,912,500 - 999,912.00,353,100 - 499,353.00
42059,42059,0.55,Sparse Data,0.55,11,10 - 24,11.00,7962,"Less than 10,000",7962.00,61.60,55 - 64,61.60,4.18,Sparse Data,4.18,0.56,Negligible Change,0.56,5784,"Less than 20,000",5784.00,-1.17,Sparse Data,-1.17,-0.13,Sparse Data,-0.13,787,500 - 999,787.00,84,Less than 100,84.00,703,500 - 999,703.00,766,500 - 999,766.00
42061,42061,0.12,Sparse Data,0.12,30,25 - 49,30.00,16445,"10,000 - 24,999",16445.00,46.36,45 - 54,46.36,-0.51,Negligible Change,-0.51,0.58,Sparse Data,0.58,15076,"Less than 20,000",15076.00,1.54,Sparse Data,1.54,-0.68,Negligible Change,-0.68,849,500 - 999,849.00,157,100 - 499,157.00,692,500 - 999,692.00,808,500 - 999,808.00
42063,42063,1.19,Slight Increase,1.19,16,10 - 24,16.00,9670,"Less than 10,000",9670.00,41.93,35 - 44,41.93,0.19,Sparse Data,0.19,1.30,Slight Increase,1.30,10725,"Less than 20,000",10725.00,-1.47,Sparse Data,-1.47,0.00,Sparse Data,0.00,1252,"1,000 - 1,499",1252.00,453,100 - 499,453.00,733,500 - 999,733.00,1702,"1,500 - 1,999",1702.00
42065,42065,-1.24,Sparse Data,-1.24,12,10 - 24,12.00,3900,"Less than 10,000",3900.00,41.81,35 - 44,41.81,-7.14,Significant Decrease,-7.14,0.81,Sparse Data,0.81,6118,"Less than 20,000",6118.00,-1.84,Sparse Data,-1.84,-0.65,Sparse Data,-0.65,294,100 - 499,294.00,(D),Less than 100,,288,100 - 499,288.00,602,500 - 999,602.00
42067,42067,0.13,Sparse Data,0.13,25,25 - 49,25.00,10822,"10,000 - 24,999",10822.00,50.05,45 - 54,50.05,0.87,Negligible Change,0.87,1.00,Sparse Data,1.00,8471,"Less than 20,000",8471.00,-0.22,Sparse Data,-0.22,0.34,Sparse Data,0.34,346,100 - 499,346.00,97,Less than 100,97.00,249,100 - 499,249.00,519,500 - 999,519.00
42069,42069,1.78,Sparse Data,1.78,11,10 - 24,11.00,2407,"Less than 10,000",2407.00,62.49,55 - 64,62.49,3.02,Sparse Data,3.02,1.36,Sparse Data,1.36,1063,"Less than 20,000",1063.00,1.50,Sparse Data,1.50,-0.28,Sparse Data,-0.28,139,100 - 499,139.00,21,Less than 100,21.00,118,100 - 499,118.00,515,500 - 999,515.00
42071,42071,-0.62,Negligible Change,-0.62,64,50 or more,64.00,113885,"100,000 - 299,999",113885.00,45.35,45 - 54,45.35,-0.28,Negligible Change,-0.28,1.04,Slight Increase,1.04,138022,"100,000 - 249,999",138022.00,-0.36,Negligible Change,-0.36,0.19,Negligible Change,0.19,4818,"2,000 or more",4818.00,945,500 - 999,945.00,3589,"2,000 or more",3589.00,13147,"2,000 or more",13147.00
42073,42073,-1.64,Slight Decrease,-1.64,14,10 - 24,14.00,5863,"Less than 10,000",5863.00,50.51,45 - 54,50.51,-1.55,Slight Decrease,-1.55,0.26,Sparse Data,0.26,4840,"Less than 20,000",4840.00,0.84,Sparse Data,0.84,-0.17,Sparse Data,-0.17,581,500 - 999,581.00,156,100 - 499,156.00,407,100 - 499,407.00,831,500 - 999,831.00
42075,42075,0.54,Negligible Change,0.54,60,50 or more,60.00,28327,"25,000 - 49,999",28327.00,43.86,35 - 44,43.86,0.25,Negligible Change,0.25,0.95,Sparse Data,0.95,27039,"20,000 - 49,999",27039.00,-0.32,Sparse Data,-0.32,0.26,Sparse Data,0.26,1007,"1,000 - 1,499",1007.00,170,100 - 499,170.00,811,500 - 999,811.00,1546,"1,500 - 1,999",1546.00
42077,42077,0.29,Sparse Data,0.29,5,Less than 10,5.00,2022,"Less than 10,000",2022.00,49.91,45 - 54,49.91,0.60,Sparse Data,0.60,0.88,Sparse Data,0.88,1345,"Less than 20,000",1345.00,(D),Sparse Data,,0.06,Sparse Data,0.06,286,100 - 499,286.00,142,100 - 499,142.00,144,100 - 499,144.00,698,500 - 999,698.00
42079,42079,-2.29,Sparse Data,-2.29,5,Less than 10,5.00,840,"Less than 10,000",840.00,37.75,35 - 44,37.75,-7.12,Sparse Data,-7.12,-0.44,Sparse Data,-0.44,825,"Less than 20,000",825.00,(D),Sparse Data,,0.21,Sparse Data,0.21,104,100 - 499,104.00,4,Less than 100,4.00,100,100 - 499,100.00,447,100 - 499,447.00
42081,42081,-0.89,Sparse Data,-0.89,7,Less than 10,7.00,6981,"Less than 10,000",6981.00,50.62,45 - 54,50.62,-3.01,Significant Decrease,-3.01,0.52,Sparse Data,0.52,7603,"Less than 20,000",7603.00,1.60,Slight Increase,1.60,-0.17,Sparse Data,-0.17,459,100 - 499,459.00,109,100 - 499,109.00,350,100 - 499,350.00,948,500 - 999,948.00
42083,42083,2.36,Sparse Data,2.36,9,Less than 10,9.00,1172,"Less than 10,000",1172.00,31.05,20 - 34,31.05,-7.52,Sparse Data,-7.52,0.56,Sparse Data,0.56,1524,"Less than 20,000",1524.00,-0.50,Sparse Data,-0.50,-1.68,Sparse Data,-1.68,88,Less than 100,88.00,64,Less than 100,64.00,24,Less than 100,24.00,357,100 - 499,357.00
42085,42085,-0.06,Sparse Data,-0.06,16,10 - 24,16.00,13210,"10,000 - 24,999",13210.00,52.69,45 - 54,52.69,-1.86,Slight Decrease,-1.86,1.44,Slight Increase,1.44,8441,"Less than 20,000",8441.00,-1.32,Sparse Data,-1.32,-0.35,Negligible Change,-0.35,1024,"1,000 - 1,499",1024.00,440,100 - 499,440.00,572,500 - 999,572.00,2036,"2,000 or more",2036.00
42087,42087,0.80,Negligible Change,0.80,42,25 - 49,42.00,14587,"10,000 - 24,999",14587.00,43.22,35 - 44,43.22,0.22,Sparse Data,0.22,1.08,Sparse Data,1.08,15780,"Less than 20,000",15780.00,-0.57,Sparse Data,-0.57,0.44,Sparse Data,0.44,1024,"1,000 - 1,499",1024.00,521,500 - 999,521.00,503,500 - 999,503.00,1487,"1,000 - 1,499",1487.00
42089,42089,0.74,Sparse Data,0.74,4,Less than 10,4.00,101,"Less than 10,000",101.00,9.27,Less than 20,9.27,(D),Sparse Data,,(D),Sparse Data,,860,"Less than 20,000",860.00,-2.13,Sparse Data,-2.13,(D),Sparse Data,,441,100 - 499,441.00,54,Less than 100,54.00,387,100 - 499,387.00,343,100 - 499,343.00
42091,42091,1.51,Sparse Data,1.51,14,10 - 24,14.00,2340,"Less than 10,000",2340.00,54.75,45 - 54,54.75,2.26,Sparse Data,2.26,1.31,Sparse Data,1.31,1828,"Less than 20,000",1828.00,-2.19,Sparse Data,-2.19,-0.57,Sparse Data,-0.57,623,500 - 999,623.00,106,100 - 499,106.00,489,100 - 499,489.00,1809,"1,500 - 1,999",1809.00
42093,42093,-0.06,Sparse Data,-0.06,16,10 - 24,16.00,2754,"Less than 10,000",2754.00,43.56,35 - 44,43.56,1.26,Sparse Data,1.26,1.19,Sparse Data,1.19,2162,"Less than 20,000",2162.00,-0.08,Sparse Data,-0.08,-2.03,Sparse Data,-2.03,289,100 - 499,289.00,121,100 - 499,121.00,168,100 - 499,168.00,536,500 - 999,536.00
42095,42095,0.89,Sparse Data,0.89,9,Less than 10,9.00,2581,"Less than 10,000",2581.00,48.99,45 - 54,48.99,0.36,Sparse Data,0.36,0.31,Sparse Data,0.31,1851,"Less than 20,000",1851.00,0.64,Sparse Data,0.64,-0.28,Sparse Data,-0.28,538,500 - 999,538.00,200,100 - 499,200.00,315,100 - 499,315.00,316,100 - 499,316.00
42097,42097,-1.35,Slight Decrease,-1.35,17,10 - 24,17.00,6893,"Less than 10,000",6893.00,32.88,20 - 34,32.88,-0.49,Sparse Data,-0.49,1.47,Sparse Data,1.47,18275,"Less than 20,000",18275.00,-1.01,Sparse Data,-1.01,-0.38,Sparse Data,-0.38,950,500 - 999,950.00,489,100 - 499,489.00,(D),100 - 499,,952,500 - 999,952.00
42099,42099,-0.19,Sparse Data,-0.19,28,25 - 49,28.00,12256,"10,000 - 24,999",12256.00,37.55,35 - 44,37.55,-0.38,Sparse Data,-0.38,0.61,Sparse Data,0.61,16602,"Less than 20,000",16602.00,-0.67,Negligible Change,-0.67,0.05,Sparse Data,0.05,996,500 - 999,996.00,(D),100 - 499,,424,100 - 499,424.00,526,500 - 999,526.00
42101,42101,(D),Sparse Data,,(D),25 - 49,,(D),"Less than 10,000",,(D),20 - 34,,0.00,Sparse Data,0.00,(D),Sparse Data,,(D),"Less than 20,000",,(D),Sparse Data,,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,222,100 - 499,222.00
42103,42103,-0.48,Sparse Data,-0.48,1,Less than 10,1.00,81,"Less than 10,000",81.00,37.67,35 - 44,37.67,(D),Sparse Data,,(D),Sparse Data,,(D),"Less than 20,000",,(D),Sparse Data,,-1.05,Sparse Data,-1.05,37,Less than 100,37.00,19,Less than 100,19.00,18,Less than 100,18.00,57,Less than 100,57.00
42105,42105,0.18,Sparse Data,0.18,15,10 - 24,15.00,8828,"Less than 10,000",8828.00,59.42,55 - 64,59.42,1.09,Slight Increase,1.09,1.19,Sparse Data,1.19,8130,"Less than 20,000",8130.00,0.73,Sparse Data,0.73,0.22,Sparse Data,0.22,283,100 - 499,283.00,208,100 - 499,208.00,75,Less than 100,75.00,470,100 - 499,470.00
42107,42107,0.21,Sparse Data,0.21,14,10 - 24,14.00,4505,"Less than 10,000",4505.00,34.16,20 - 34,34.16,0.11,Sparse Data,0.11,1.26,Sparse Data,1.26,5549,"Less than 20,000",5549.00,-1.89,Slight Decrease,-1.89,0.36,Sparse Data,0.36,161,100 - 499,161.00,(D),Less than 100,,125,100 - 499,125.00,910,500 - 999,910.00
42109,42109,0.85,Negligible Change,0.85,25,25 - 49,25.00,8267,"Less than 10,000",8267.00,33.53,20 - 34,33.53,0.20,Sparse Data,0.20,1.50,Sparse Data,1.50,18447,"Less than 20,000",18447.00,1.69,Slight Increase,1.69,0.89,Negligible Change,0.89,1028,"1,000 - 1,499",1028.00,158,100 - 499,158.00,861,500 - 999,861.00,1247,"1,000 - 1,499",1247.00
42111,42111,0.34,Sparse Data,0.34,21,10 - 24,21.00,21926,"10,000 - 24,999",21926.00,47.87,45 - 54,47.87,0.19,Sparse Data,0.19,0.84,Negligible Change,0.84,18253,"Less than 20,000",18253.00,(D),Sparse Data,,0.42,Negligible Change,0.42,1720,"1,500 - 1,999",1720.00,1038,"1,000 - 1,499",1038.00,628,500 - 999,628.00,1650,"1,500 - 1,999",1650.00
42113,42113,0.85,Sparse Data,0.85,11,10 - 24,11.00,2774,"Less than 10,000",2774.00,56.26,55 - 64,56.26,0.81,Sparse Data,0.81,1.90,Sparse Data,1.90,965,"Less than 20,000",965.00,(D),Sparse Data,,(D),Sparse Data,,196,100 - 499,196.00,40,Less than 100,40.00,156,100 - 499,156.00,138,100 - 499,138.00
42115,42115,0.31,Sparse Data,0.31,17,10 - 24,17.00,11902,"10,000 - 24,999",11902.00,45.06,45 - 54,45.06,-1.16,Slight Decrease,-1.16,1.50,Slight Increase,1.50,18994,"Less than 20,000",18994.00,-1.23,Sparse Data,-1.23,-0.30,Sparse Data,-0.30,134,100 - 499,134.00,48,Less than 100,48.00,80,Less than 100,80.00,1155,"1,000 - 1,499",1155.00
42117,42117,0.67,Negligible Change,0.67,14,10 - 24,14.00,16821,"10,000 - 24,999",16821.00,55.22,55 - 64,55.22,0.61,Negligible Change,0.61,1.13,Slight Increase,1.13,11225,"Less than 20,000",11225.00,2.36,Significant Increase,2.36,-0.80,Negligible Change,-0.80,491,100 - 499,491.00,321,100 - 499,321.00,170,100 - 499,170.00,758,500 - 999,758.00
42119,42119,-1.48,Slight Decrease,-1.48,36,25 - 49,36.00,9329,"Less than 10,000",9329.00,39.85,35 - 44,39.85,-0.35,Sparse Data,-0.35,1.27,Sparse Data,1.27,10768,"Less than 20,000",10768.00,1.62,Slight Increase,1.62,0.35,Sparse Data,0.35,617,500 - 999,617.00,482,100 - 499,482.00,132,100 - 499,132.00,955,500 - 999,955.00
42121,42121,-1.50,Sparse Data,-1.50,10,10 - 24,10.00,3005,"Less than 10,000",3005.00,55.03,55 - 64,55.03,1.85,Sparse Data,1.85,0.10,Sparse Data,0.10,1780,"Less than 20,000",1780.00,-3.18,Sparse Data,-3.18,0.05,Sparse Data,0.05,319,100 - 499,319.00,104,100 - 499,104.00,210,100 - 499,210.00,586,500 - 999,586.00
42123,42123,1.03,Sparse Data,1.03,16,10 - 24,16.00,5906,"Less than 10,000",5906.00,53.14,45 - 54,53.14,1.16,Slight Increase,1.16,0.87,Sparse Data,0.87,3192,"Less than 20,000",3192.00,-1.92,Sparse Data,-1.92,-1.56,Sparse Data,-1.56,202,100 - 499,202.00,74,Less than 100,74.00,117,100 - 499,117.00,914,500 - 999,914.00
42125,42125,0.65,Sparse Data,0.65,13,10 - 24,13.00,13528,"10,000 - 24,999",13528.00,55.85,55 - 64,55.85,-4.70,Significant Decrease,-4.70,1.05,Slight Increase,1.05,8524,"Less than 20,000",8524.00,-0.01,Sparse Data,-0.01,-0.38,Negligible Change,-0.38,1455,"1,000 - 1,499",1455.00,327,100 - 499,327.00,1106,"1,000 - 1,499",1106.00,3495,"2,000 or more",3495.00
42127,42127,-0.09,Sparse Data,-0.09,14,10 - 24,14.00,7482,"Less than 10,000",7482.00,53.61,45 - 54,53.61,-1.36,Slight Decrease,-1.36,1.22,Slight Increase,1.22,4889,"Less than 20,000",4889.00,-0.15,Sparse Data,-0.15,-0.73,Negligible Change,-0.73,481,100 - 499,481.00,234,100 - 499,234.00,247,100 - 499,247.00,784,500 - 999,784.00
42129,42129,0.96,Negligible Change,0.96,16,10 - 24,16.00,9970,"Less than 10,000",9970.00,42.74,35 - 44,42.74,-0.58,Sparse Data,-0.58,0.72,Negligible Change,0.72,8258,"Less than 20,000",8258.00,0.92,Sparse Data,0.92,-0.57,Negligible Change,-0.57,1205,"1,000 - 1,499",1205.00,452,100 - 499,452.00,727,500 - 999,727.00,1830,"1,500 - 1,999",1830.00
42131,42131,0.33,Sparse Data,0.33,11,10 - 24,11.00,2857,"Less than 10,000",2857.00,42.14,35 - 44,42.14,-2.50,Sparse Data,-2.50,1.04,Sparse Data,1.04,3015,"Less than 20,000",3015.00,-0.64,Sparse Data,-0.64,-2.13,Significant Decrease,-2.13,69,Less than 100,69.00,6,Less than 100,6.00,63,Less than 100,63.00,606,500 - 999,606.00
42133,42133,0.16,Sparse Data,0.16,14,10 - 24,14.00,12686,"10,000 - 24,999",12686.00,36.81,35 - 44,36.81,-0.45,Sparse Data,-0.45,0.52,Sparse Data,0.52,19437,"Less than 20,000",19437.00,-0.65,Sparse Data,-0.65,-0.01,Sparse Data,-0.01,3231,"2,000 or more",3231.00,478,100 - 499,478.00,2583,"2,000 or more",2583.00,5261,"2,000 or more",5261.00
44001,44001,1.68,Sparse Data,1.68,22,10 - 24,22.00,133,"Less than 10,000",133.00,44.48,35 - 44,44.48,(D),Sparse Data,,(D),Sparse Data,,76,"Less than 20,000",76.00,(D),Sparse Data,,(D),Sparse Data,,12,Less than 100,12.00,0,Less than 100,0.00,0,Less than 100,0.00,84,Less than 100,84.00
44003,44003,-0.59,Sparse Data,-0.59,3,Less than 10,3.00,208,"Less than 10,000",208.00,67.75,65 or more,67.75,(D),Sparse Data,,(D),Sparse Data,,97,"Less than 20,000",97.00,(D),Sparse Data,,(D),Sparse Data,,123,100 - 499,123.00,111,100 - 499,111.00,6,Less than 100,6.00,168,100 - 499,168.00
44005,44005,0.57,Sparse Data,0.57,22,10 - 24,22.00,989,"Less than 10,000",989.00,46.09,45 - 54,46.09,-0.87,Sparse Data,-0.87,0.73,Sparse Data,0.73,521,"Less than 20,000",521.00,-0.66,Sparse Data,-0.66,-0.01,Sparse Data,-0.01,209,100 - 499,209.00,74,Less than 100,74.00,135,100 - 499,135.00,457,100 - 499,457.00
44007,44007,0.61,Sparse Data,0.61,7,Less than 10,7.00,683,"Less than 10,000",683.00,58.18,55 - 64,58.18,(D),Sparse Data,,(D),Sparse Data,,305,"Less than 20,000",305.00,-0.20,Sparse Data,-0.20,0.13,Sparse Data,0.13,379,100 - 499,379.00,196,100 - 499,196.00,170,100 - 499,170.00,966,500 - 999,966.00
44009,44009,-0.68,Sparse Data,-0.68,5,Less than 10,5.00,499,"Less than 10,000",499.00,46.33,45 - 54,46.33,-4.58,Sparse Data,-4.58,-0.20,Sparse Data,-0.20,281,"Less than 20,000",281.00,(D),Sparse Data,,-0.34,Sparse Data,-0.34,228,100 - 499,228.00,195,100 - 499,195.00,33,Less than 100,33.00,322,100 - 499,322.00
45001,45001,0.26,Sparse Data,0.26,15,10 - 24,15.00,8469,"Less than 10,000",8469.00,61.88,55 - 64,61.88,(D),Sparse Data,,(D),Sparse Data,,6053,"Less than 20,000",6053.00,1.16,Sparse Data,1.16,0.18,Sparse Data,0.18,1986,"1,500 - 1,999",1986.00,(D),100 - 499,,1853,"1,500 - 1,999",1853.00,814,500 - 999,814.00
45003,45003,0.33,Sparse Data,0.33,6,Less than 10,6.00,5865,"Less than 10,000",5865.00,59.93,55 - 64,59.93,1.17,Sparse Data,1.17,-0.04,Sparse Data,-0.04,3842,"Less than 20,000",3842.00,-0.49,Sparse Data,-0.49,-0.65,Sparse Data,-0.65,1839,"1,500 - 1,999",1839.00,227,100 - 499,227.00,1598,"1,500 - 1,999",1598.00,5022,"2,000 or more",5022.00
45005,45005,1.12,Sparse Data,1.12,6,Less than 10,6.00,2129,"Less than 10,000",2129.00,43.12,35 - 44,43.12,0.00,Sparse Data,0.00,1.05,Sparse Data,1.05,2620,"Less than 20,000",2620.00,(D),Sparse Data,,-0.38,Sparse Data,-0.38,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,220,100 - 499,220.00
45007,45007,0.84,Negligible Change,0.84,18,10 - 24,18.00,19547,"10,000 - 24,999",19547.00,57.51,55 - 64,57.51,0.19,Sparse Data,0.19,0.88,Negligible Change,0.88,18589,"Less than 20,000",18589.00,-0.41,Sparse Data,-0.41,-0.36,Sparse Data,-0.36,4077,"2,000 or more",4077.00,829,500 - 999,829.00,3225,"2,000 or more",3225.00,3060,"2,000 or more",3060.00
45009,45009,-0.53,Sparse Data,-0.53,6,Less than 10,6.00,3709,"Less than 10,000",3709.00,63.30,55 - 64,63.30,0.03,Sparse Data,0.03,0.43,Sparse Data,0.43,2562,"Less than 20,000",2562.00,-0.18,Sparse Data,-0.18,(D),Sparse Data,,208,100 - 499,208.00,0,Less than 100,0.00,(D),100 - 499,,367,100 - 499,367.00
45011,45011,0.98,Sparse Data,0.98,6,Less than 10,6.00,2075,"Less than 10,000",2075.00,43.67,35 - 44,43.67,(D),Sparse Data,,(D),Sparse Data,,3008,"Less than 20,000",3008.00,0.81,Sparse Data,0.81,0.17,Sparse Data,0.17,497,100 - 499,497.00,81,Less than 100,81.00,410,100 - 499,410.00,520,500 - 999,520.00
45013,45013,0.11,Sparse Data,0.11,1,Less than 10,1.00,489,"Less than 10,000",489.00,87.17,65 or more,87.17,0.00,Sparse Data,0.00,1.00,Sparse Data,1.00,217,"Less than 20,000",217.00,-0.25,Sparse Data,-0.25,-0.10,Sparse Data,-0.10,232,100 - 499,232.00,9,Less than 100,9.00,223,100 - 499,223.00,609,500 - 999,609.00
45015,45015,0.45,Sparse Data,0.45,2,Less than 10,2.00,1195,"Less than 10,000",1195.00,61.73,55 - 64,61.73,-15.16,Sparse Data,-15.16,0.18,Sparse Data,0.18,732,"Less than 20,000",732.00,-0.91,Sparse Data,-0.91,0.50,Sparse Data,0.50,790,500 - 999,790.00,206,100 - 499,206.00,556,500 - 999,556.00,621,500 - 999,621.00
45017,45017,1.07,Sparse Data,1.07,2,Less than 10,2.00,2036,"Less than 10,000",2036.00,57.32,55 - 64,57.32,(D),Sparse Data,,(D),Sparse Data,,1698,"Less than 20,000",1698.00,-0.73,Sparse Data,-0.73,(D),Sparse Data,,451,100 - 499,451.00,6,Less than 100,6.00,445,100 - 499,445.00,612,500 - 999,612.00
45019,45019,0.60,Sparse Data,0.60,6,Less than 10,6.00,1419,"Less than 10,000",1419.00,63.18,55 - 64,63.18,(D),Sparse Data,,(D),Sparse Data,,1041,"Less than 20,000",1041.00,(D),Sparse Data,,0.04,Sparse Data,0.04,591,500 - 999,591.00,100,100 - 499,100.00,467,100 - 499,467.00,702,500 - 999,702.00
45021,45021,0.22,Sparse Data,0.22,11,10 - 24,11.00,4194,"Less than 10,000",4194.00,59.88,55 - 64,59.88,(D),Sparse Data,,(D),Sparse Data,,3561,"Less than 20,000",3561.00,2.13,Sparse Data,2.13,0.35,Sparse Data,0.35,641,500 - 999,641.00,(D),100 - 499,,513,500 - 999,513.00,576,500 - 999,576.00
45023,45023,0.59,Negligible Change,0.59,14,10 - 24,14.00,8233,"Less than 10,000",8233.00,59.32,55 - 64,59.32,(D),Sparse Data,,(D),Sparse Data,,6022,"Less than 20,000",6022.00,1.69,Sparse Data,1.69,0.57,Sparse Data,0.57,378,100 - 499,378.00,35,Less than 100,35.00,321,100 - 499,321.00,961,500 - 999,961.00
45025,45025,-0.29,Sparse Data,-0.29,8,Less than 10,8.00,5471,"Less than 10,000",5471.00,56.85,55 - 64,56.85,(D),Sparse Data,,(D),Sparse Data,,3947,"Less than 20,000",3947.00,-0.36,Sparse Data,-0.36,(D),Sparse Data,,1159,"1,000 - 1,499",1159.00,(D),100 - 499,,1029,"1,000 - 1,499",1029.00,888,500 - 999,888.00
45027,45027,-0.11,Sparse Data,-0.11,3,Less than 10,3.00,2236,"Less than 10,000",2236.00,62.70,55 - 64,62.70,1.51,Sparse Data,1.51,-0.18,Sparse Data,-0.18,1590,"Less than 20,000",1590.00,0.33,Sparse Data,0.33,(D),Sparse Data,,268,100 - 499,268.00,44,Less than 100,44.00,224,100 - 499,224.00,414,100 - 499,414.00
45029,45029,-0.55,Sparse Data,-0.55,2,Less than 10,2.00,1718,"Less than 10,000",1718.00,58.40,55 - 64,58.40,(D),Sparse Data,,(D),Sparse Data,,1380,"Less than 20,000",1380.00,1.36,Sparse Data,1.36,-0.15,Sparse Data,-0.15,661,500 - 999,661.00,97,Less than 100,97.00,554,500 - 999,554.00,665,500 - 999,665.00
45031,45031,-0.34,Sparse Data,-0.34,2,Less than 10,2.00,1833,"Less than 10,000",1833.00,64.72,55 - 64,64.72,(D),Sparse Data,,(D),Sparse Data,,1211,"Less than 20,000",1211.00,(D),Sparse Data,,-0.82,Negligible Change,-0.82,942,500 - 999,942.00,(D),Less than 100,,849,500 - 999,849.00,445,100 - 499,445.00
45033,45033,-1.23,Sparse Data,-1.23,2,Less than 10,2.00,901,"Less than 10,000",901.00,56.21,55 - 64,56.21,(D),Sparse Data,,(D),Sparse Data,,771,"Less than 20,000",771.00,-0.37,Negligible Change,-0.37,(D),Sparse Data,,171,100 - 499,171.00,0,Less than 100,0.00,(D),100 - 499,,101,100 - 499,101.00
45035,45035,1.05,Sparse Data,1.05,5,Less than 10,5.00,2056,"Less than 10,000",2056.00,52.10,45 - 54,52.10,(D),Sparse Data,,(D),Sparse Data,,1834,"Less than 20,000",1834.00,-0.61,Sparse Data,-0.61,-1.24,Slight Decrease,-1.24,403,100 - 499,403.00,28,Less than 100,28.00,375,100 - 499,375.00,475,100 - 499,475.00
45037,45037,-0.65,Sparse Data,-0.65,5,Less than 10,5.00,2486,"Less than 10,000",2486.00,59.23,55 - 64,59.23,(D),Sparse Data,,(D),Sparse Data,,1891,"Less than 20,000",1891.00,-0.12,Sparse Data,-0.12,0.58,Sparse Data,0.58,406,100 - 499,406.00,9,Less than 100,9.00,397,100 - 499,397.00,814,500 - 999,814.00
45039,45039,0.20,Sparse Data,0.20,5,Less than 10,5.00,2460,"Less than 10,000",2460.00,66.58,65 or more,66.58,(D),Sparse Data,,(D),Sparse Data,,1860,"Less than 20,000",1860.00,1.41,Sparse Data,1.41,0.72,Sparse Data,0.72,201,100 - 499,201.00,0,Less than 100,0.00,201,100 - 499,201.00,295,100 - 499,295.00
45041,45041,-0.70,Sparse Data,-0.70,2,Less than 10,2.00,1395,"Less than 10,000",1395.00,61.59,55 - 64,61.59,(D),Sparse Data,,(D),Sparse Data,,797,"Less than 20,000",797.00,-0.24,Sparse Data,-0.24,0.42,Sparse Data,0.42,791,500 - 999,791.00,44,Less than 100,44.00,735,500 - 999,735.00,578,500 - 999,578.00
45043,45043,0.70,Sparse Data,0.70,1,Less than 10,1.00,470,"Less than 10,000",470.00,78.46,65 or more,78.46,(D),Sparse Data,,(D),Sparse Data,,217,"Less than 20,000",217.00,(D),Sparse Data,,(D),Sparse Data,,150,100 - 499,150.00,85,Less than 100,85.00,(D),Less than 100,,147,100 - 499,147.00
45045,45045,0.16,Sparse Data,0.16,12,10 - 24,12.00,4554,"Less than 10,000",4554.00,64.67,55 - 64,64.67,(D),Sparse Data,,(D),Sparse Data,,2260,"Less than 20,000",2260.00,1.50,Sparse Data,1.50,0.01,Sparse Data,0.01,1471,"1,000 - 1,499",1471.00,131,100 - 499,131.00,1256,"1,000 - 1,499",1256.00,1835,"1,500 - 1,999",1835.00
45047,45047,0.35,Sparse Data,0.35,12,10 - 24,12.00,5265,"Less than 10,000",5265.00,62.07,55 - 64,62.07,(D),Sparse Data,,(D),Sparse Data,,6488,"Less than 20,000",6488.00,2.36,Sparse Data,2.36,0.33,Sparse Data,0.33,749,500 - 999,749.00,(D),Less than 100,,714,500 - 999,714.00,1023,"1,000 - 1,499",1023.00
45049,45049,-1.49,Sparse Data,-1.49,1,Less than 10,1.00,403,"Less than 10,000",403.00,59.70,55 - 64,59.70,(D),Sparse Data,,(D),Sparse Data,,283,"Less than 20,000",283.00,-0.19,Sparse Data,-0.19,0.44,Sparse Data,0.44,199,100 - 499,199.00,(D),Less than 100,,184,100 - 499,184.00,236,100 - 499,236.00
45051,45051,-1.48,Sparse Data,-1.48,3,Less than 10,3.00,2730,"Less than 10,000",2730.00,62.50,55 - 64,62.50,0.38,Sparse Data,0.38,-1.36,Sparse Data,-1.36,2193,"Less than 20,000",2193.00,-0.16,Sparse Data,-0.16,-0.89,Sparse Data,-0.89,1231,"1,000 - 1,499",1231.00,(D),Less than 100,,1119,"1,000 - 1,499",1119.00,1099,"1,000 - 1,499",1099.00
